N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	10	0.1	0.1	10	(0, 128, 0)	4.900000002330925	8.166346692982561	-2.2000000011654595 3.436382848038307e-17 -1.500000000874095 -1.422453648963661e-17 -0.8000000002913639 -2.0139291990746446e-17 -0.0999999997086322 -2.013929199074616e-17 0.6000000008740995 -1.4224536489635888e-17 1.300000001165465 3.4363828480382054e-17 
7	0.7	6.002	1	7	10	0.1	0.1	10	(0, 128, 0)	5.599997342998911	8.166346692982561	-2.899953591064559 0.008175935851721097 -2.199997906150435 0.0003717461193047047 -1.4999990985965537 -0.00017088047115187515 -0.7999996196207575 -1.2457397837623659e-05 -0.09999985644280167 1.669866064330048e-06 0.600000048835848 1.5041557278277433e-07 1.3000000183026184 -1.2300122412748966e-08 
7	0.7	9.003	1	7	10	0.1	0.1	10	(0, 128, 0)	5.599999662086107	8.166346692982561	-2.899979894853493 0.006518127459671291 -2.1999909081940463 0.0025991025469635654 -1.4999954096448764 0.00011447659937557372 -0.7999958205221774 -0.0005596228305607203 -0.09999591912440949 -0.000320176407949691 0.6000039878651753 -4.580520806043351e-05 1.3000039597371982 6.0049924111425864e-05 
8	0.7	12.000	1	7	10	0.1	0.1	10	(0, 128, 0)	6.299999023537094	8.166346692982561	-3.5999373998983843 0.01441876086768004 -2.899975087835673 0.007167718410147732 -2.1999901394364403 0.002614339581834655 -1.499993790634642 0.0004170449144496792 -0.7999945007839995 -0.0004625248376689525 -0.09999462424772781 -0.0005315089138706018 0.6000052339211408 -0.00024051923440432182 1.3000051117309175 9.556733182083273e-05 
8	0.7	15.001	1	7	10	0.1	0.1	10	(0, 128, 0)	6.299999650747145	8.166346692982561	-3.5999479872062667 0.013585650655066726 -2.899972194762538 0.0077679491622024465 -2.1999874924311893 0.003151560932197727 -1.4999927552134547 0.0004606008202439543 -0.7999935786518364 -0.000567795372486704 -0.09999362605000162 -0.0006410093875516709 0.6000062803784479 -0.00033551722164905834 1.3000061567520313 5.7438531965653265e-05 
9	0.7	18.003	1	7	10	0.1	0.1	10	(0, 128, 0)	6.999999498373182	8.166346692982561	-4.299890667946463 0.02275349372145623 -3.599938746354187 0.014552845927191823 -2.89997144965574 0.007796365310865296 -2.199986606896216 0.00320702842152658 -1.4999916389068597 0.0005776411188066671 -0.7999926447208194 -0.0005676102054584038 -0.09999271284846865 -0.0007400323255238812 0.6000071909095693 -0.000433385951796134 1.3000070362693232 9.870209101887332e-06 
10	0.7	21.004	1	7	10	0.1	0.1	10	(0, 128, 0)	7.699999358991196	8.166346692982561	-4.999810116078002 0.033463638680164484 -4.299885545539489 0.023190802901910414 -3.599939255236658 0.014527760603705798 -2.8999701975188064 0.007958332905186395 -2.1999853754768335 0.0033652583556869073 -1.4999908315341952 0.0006260084232609478 -0.7999919607853889 -0.0005892949648480325 -0.09999204430569252 -0.0008024748830034986 0.6000078625337684 -0.0005097424284625394 1.3000076980946718 -5.346247644634011e-05 
5	0.7	24.001	2	7	10	0.1	0.1	10	(229, 54, 112)	4.176979604267583	8.862611282375958	-3.202328582376381 -0.01216533232290698 -3.8931756362652616 0.020116568696735594 -4.586173825019153 0.016813833172302436 -5.280986794384407 0.0011862564245520124 -5.978164408383183 -0.015777927726367023 
6	0.7	24.001	2	7	10	0.1	0.1	10	(108, 45, 173)	4.871293022199462	8.172388897727787	-1.8845178874617683 0.3303632612617061 -1.3035390994545641 -0.0460545923310705 -0.6112691678726072 -0.04509901718615209 0.08187040910360044 -0.01781966706126441 0.7768321518352949 -0.04393244094815027 1.4736858014766607 -0.0768787855962833 
5	0.7	27.002	2	7	10	0.1	0.1	10	(229, 54, 112)	4.197159882256971	8.862611282375958	-3.2379326864664004 -0.06379268211111096 -3.934547361927404 -0.007429565201826781 -4.633271115350496 0.01666671539354484 -5.3326520683524 0.009289456419057202 -6.032040722044218 -0.011906652325277082 
