N disks	Disks radius	time	Gen	Method	ks	kt_bot	kt_par	kc	color	current length	div_length	X
6	0.7	3.001	1	7	10	5	5	10	(0, 128, 0)	4.900000116546675	8.69566214540623	-2.2000000582733334 1.4287491091403858e-16 -1.5000000437049994 -2.857501932861004e-17 -0.8000000145683315 -1.142998915854282e-16 -0.09999998543166323 -1.1429989158542824e-16 0.6000000437050057 -2.857501932861027e-17 1.300000058273341 1.42874910914038e-16 
7	0.7	6.002	1	7	10	5	5	10	(0, 128, 0)	5.599988492512816	8.69566214540623	-2.899977512692183 0.0058699804587413335 -2.1999855565357453 0.0029554717160215514 -1.4999925684657984 0.000715559429339112 -0.7999967109524807 -0.000407139975038271 -0.09999856808647412 -0.0005768825168082314 0.6000006121966575 -0.0002872061762449283 1.3000002426904975 9.636906223352291e-05 
7	0.7	9.003	1	7	10	5	5	10	(0, 128, 0)	5.600000144942491	8.69566214540623	-2.8999912098460774 0.0038896104698582035 -2.199991775542294 0.0029883508392767257 -1.499992325285256 0.002088213821573615 -0.7999928720654584 0.0011904107330740505 -0.09999341521145458 0.00029544564936966164 0.6000060446572142 -0.0005971855051976488 1.3000054914477988 -0.00148869400971052 
8	0.7	12.000	1	7	10	5	5	10	(0, 128, 0)	6.299998671848499	8.69566214540623	-3.5999780798047807 0.008572541628709813 -2.899981126692084 0.006538606206803221 -2.199984024919406 0.004586674674444892 -1.4999865165807955 0.0028169694179204737 -0.7999884567719917 0.001294568211382807 -0.09998987252601134 1.8998936611407674e-05 0.6000090966110599 -0.0010753428606768915 1.3000082724677764 -0.0020883690823120965 
8	0.7	15.001	1	7	10	5	5	10	(0, 128, 0)	6.300000171014668	8.69566214540623	-3.59998055514964 0.007945385188915525 -2.8999822521600165 0.006397538432337022 -2.19998392603117 0.004853686287512303 -1.4999855805479696 0.0033187238894405655 -0.799987208742956 0.0017958476064837375 -0.09998881067203835 0.0002850574387632794 0.6000096067245708 -0.001216842982142207 1.30000801836299 -0.002714748728426605 
9	0.7	18.003	1	7	10	5	5	10	(0, 128, 0)	6.999999950381003	8.69566214540623	-4.299967387064399 0.012476860143793752 -3.599971010527907 0.010224311506377983 -2.8999745358204927 0.008002117617416385 -2.199977851955327 0.005850724888692822 -1.4999808653435402 0.0038027550619180775 -0.7999835495809154 0.0018705601110435672 -0.09998594856325065 4.1763720301601107e-05 0.6000118457919714 -0.0017162632820651598 1.300009714524366 -0.003443954369708587 
10	0.7	21.004	1	7	10	5	5	10	(0, 128, 0)	7.699998897000286	8.69566214540623	-4.999950914579291 0.017446258701623325 -4.299957224525706 0.014485161176250972 -3.599963349124462 0.011579010581154372 -2.899968999264313 0.008802964203169934 -2.1999739407822316 0.006221893318037182 -1.4999780886064555 0.003869179943739035 -0.7999815092042006 0.0017380016070299717 -0.09998436957559632 -0.00021475863855978698 0.6000131278020402 -0.0020544936634274884 1.300010785424715 -0.0038484734131961585 
11	0.7	24.001	1	7	10	5	5	10	(0, 128, 0)	8.399997544025855	8.69566214540623	-5.699931501807209 0.02273795228323896 -4.999941067603417 0.01909873649113052 -4.29995028204447 0.015547925364035207 -3.599958603054212 0.012199543929077012 -2.899965663009993 0.009141227323017566 -2.199971403824582 0.006404366806421217 -1.4999760221553684 0.003960841124891883 -0.7999798298951515 0.0017412314747707225 -0.09998312975697095 -0.00033739444740759624 0.6000138505745783 -0.002346943726748506 1.300010958922912 -0.00433496985697162 
6	0.7	27.002	2	7	10	5	5	10	(185, 113, 88)	4.809037861475499	8.350187194111564	-3.1886162553906896 -0.01922255935323662 -3.860428748272847 -0.0030516395656258453 -4.536209564774271 0.012482388473677546 -5.217025205337359 0.027193848435931225 -5.9037106160843775 0.04129458529729034 -6.596838060933255 0.05518944376204876 
6	0.7	27.002	2	7	10	5	5	10	(195, 232, 173)	4.8090275307939	7.379637955709705	-1.9115872115244545 -0.020816271969040432 -1.2396446366422607 -0.011778159681511234 -0.5637425346051461 -0.0031911516590894216 0.11718327770572802 0.004795502395142314 0.8039709477052447 0.012317109725359524 1.4971980771069693 0.019660419890125097 
